affiliate_id;created_at;date;updated_at;amount;status;type;fee_id
557;2000-03-01 00:00:00;2010-06-01 00:00:00;2010-06-05;2480;Pagado;cash;1
557;2010-07-01 00:00:00;2010-12-01 00:00:00;2010-12-22;120;Pagado;cash;1
557;2011-01-01 00:00:00;2011-06-01 00:00:00;2011-06-09;120;Pagado;cash;1
558;2000-02-01 00:00:00;2002-02-01 00:00:00;2002-08-16;500;Pagado;cash;1
558;2002-03-01 00:00:00;2002-07-01 00:00:00;2002-08-17;100;Pagado;cash;1
559;2000-02-01 00:00:00;2003-02-01 00:00:00;2003-03-11;370;Pagado;cash;1
561;2002-10-01 00:00:00;2002-10-01 00:00:00;2002-02-12;20;Pagado;cash;1
561;2001-01-01 00:00:00;2002-06-01 00:00:00;2002-06-04;360;Pagado;cash;1
561;2002-07-01 00:00:00;2002-07-01 00:00:00;2002-08-30;20;Pagado;cash;1
561;2002-08-01 00:00:00;2002-08-01 00:00:00;2002-10-21;20;Pagado;cash;1
561;2002-09-01 00:00:00;2002-09-01 00:00:00;2002-12-09;20;Pagado;cash;1
561;2004-09-01 00:00:00;2004-12-01 00:00:00;2004-12-29;80;Pagado;cash;1
561;2005-01-01 00:00:00;2005-02-01 00:00:00;2005-03-03;40;Pagado;cash;1
561;2005-03-01 00:00:00;2005-04-01 00:00:00;2005-04-27;40;Pagado;cash;1
563;2000-03-01 00:00:00;2000-06-01 00:00:00;2002-01-24;80;Pagado;cash;1
563;2000-07-01 00:00:00;2000-08-01 00:00:00;2002-08-16;40;Pagado;cash;1
563;2000-09-01 00:00:00;2000-09-01 00:00:00;2002-10-07;20;Pagado;cash;1
563;2001-03-01 00:00:00;2002-05-01 00:00:00;2003-04-14;300;Pagado;cash;1
563;2002-06-01 00:00:00;2002-10-01 00:00:00;2003-04-16;100;Pagado;cash;1
563;2002-11-01 00:00:00;2003-09-01 00:00:00;2003-10-08;220;Pagado;cash;1
563;2003-10-01 00:00:00;2003-12-01 00:00:00;2003-12-23;60;Pagado;cash;1
563;2004-10-01 00:00:00;2004-03-01 00:00:00;2005-04-21;120;Pagado;cash;1
563;2005-04-01 00:00:00;2005-12-01 00:00:00;2006-12-14;100;Pagado;cash;1
563;2005-09-01 00:00:00;2007-09-01 00:00:00;2009-03-25;500;Pagado;cash;1
563;2007-10-01 00:00:00;2009-10-01 00:00:00;2023-01-16;500;Pagado;cash;1
563;2009-11-01 00:00:00;2011-01-01 00:00:00;2023-05-04;300;Pagado;cash;1
563;2011-02-01 00:00:00;2012-04-01 00:00:00;2023-06-29;300;Pagado;cash;1
563;2012-05-01 00:00:00;2013-07-01 00:00:00;2023-09-01;300;Pagado;cash;1
563;2013-08-01 00:00:00;2014-10-01 00:00:00;2023-10-12;300;Pagado;cash;1
563;2014-11-01 00:00:00;2016-01-01 00:00:00;2024-05-18;300;Pagado;cash;1
563;2024-06-01 00:00:00;2024-08-01 00:00:00;2024-09-27;90;Pagado;cash;1
563;2024-09-01 00:00:00;2024-12-01 00:00:00;2024-12-26;120;Pagado;cash;1
563;2025-01-01 00:00:00;2025-03-01 00:00:00;2025-04-04;90;Pagado;cash;1
563;2025-04-01 00:00:00;2025-06-01 00:00:00;2025-07-02;90;Pagado;cash;1
563;2025-07-01 00:00:00;2025-09-01 00:00:00;2025-09-15;90;Pagado;cash;1
563;2025-10-01 00:00:00;2025-12-01 00:00:00;2025-12-04;90;Pagado;cash;1
563;2026-01-01 00:00:00;2026-02-01 00:00:00;2026-01-14;60;Pagado;cash;1
565;2000-03-01 00:00:00;2003-02-01 00:00:00;2003-03-14;330;Pagado;cash;1
566;2000-03-01 00:00:00;2000-12-01 00:00:00;2005-10-11;200;Pagado;cash;1
566;2001-01-01 00:00:00;2001-12-01 00:00:00;2005-11-04;240;Pagado;cash;1
566;2002-01-01 00:00:00;2002-12-01 00:00:00;2006-01-11;240;Pagado;cash;1
566;2003-01-01 00:00:00;2003-12-01 00:00:00;2006-03-15;240;Pagado;cash;1
566;2004-01-01 00:00:00;2004-12-01 00:00:00;2006-04-12;240;Pagado;cash;1
566;2005-01-01 00:00:00;2005-06-01 00:00:00;2006-07-20;120;Pagado;cash;1
566;2005-07-01 00:00:00;2005-12-01 00:00:00;2006-08-14;120;Pagado;cash;1
566;2006-01-01 00:00:00;2006-07-01 00:00:00;2006-09-07;120;Pagado;cash;1
566;2006-07-01 00:00:00;2006-11-01 00:00:00;2007-03-14;100;Pagado;cash;1
566;2006-12-01 00:00:00;2007-04-01 00:00:00;2007-09-11;100;Pagado;cash;1
566;2007-05-01 00:00:00;2007-09-01 00:00:00;2007-11-12;100;Pagado;cash;1
566;2007-10-01 00:00:00;2007-12-01 00:00:00;2007-12-12;60;Pagado;cash;1
566;2008-01-01 00:00:00;2008-04-01 00:00:00;2008-08-12;80;Pagado;cash;1
566;2008-05-01 00:00:00;2008-08-01 00:00:00;2008-09-24;80;Pagado;cash;1
566;2008-09-01 00:00:00;2008-12-01 00:00:00;2008-11-19;80;Pagado;cash;1
566;2009-01-01 00:00:00;2009-03-01 00:00:00;2009-03-10;60;Pagado;cash;1
566;2009-04-01 00:00:00;2009-07-01 00:00:00;2009-10-08;80;Pagado;cash;1
566;2009-08-01 00:00:00;2010-10-01 00:00:00;2012-04-12;300;Pagado;cash;1
567;2004-04-01 00:00:00;2008-02-01 00:00:00;2008-02-25;940;Pagado;cash;1
568;2002-07-01 00:00:00;2003-09-01 00:00:00;2025-09-10;300;Pagado;cash;1
569;2001-01-01 00:00:00;2001-02-01 00:00:00;2002-12-23;40;Pagado;cash;1
569;2001-03-01 00:00:00;2001-07-01 00:00:00;2003-05-13;100;Pagado;cash;1
569;2001-08-01 00:00:00;2002-05-01 00:00:00;2005-05-09;200;Pagado;cash;1
569;2002-07-01 00:00:00;2003-08-01 00:00:00;2007-01-26;300;Pagado;cash;1
569;2003-09-01 00:00:00;2004-01-01 00:00:00;2007-06-08;100;Pagado;cash;1
569;2004-02-01 00:00:00;2007-02-01 00:00:00;2008-03-06;740;Pagado;cash;1
569;2007-03-01 00:00:00;2008-11-01 00:00:00;2008-10-15;420;Pagado;cash;1
569;2009-12-01 00:00:00;2010-04-01 00:00:00;2010-06-16;100;Pagado;cash;1
569;2010-05-01 00:00:00;2010-10-01 00:00:00;2010-11-24;120;Pagado;cash;1
569;2010-11-01 00:00:00;2010-12-01 00:00:00;2010-12-10;40;Pagado;cash;1
569;2011-01-01 00:00:00;2011-11-01 00:00:00;2011-10-21;220;Pagado;cash;1
569;2011-12-01 00:00:00;2012-09-01 00:00:00;2012-08-14;200;Pagado;cash;1
569;2012-10-01 00:00:00;2012-11-01 00:00:00;2012-10-17;40;Pagado;cash;1
569;2012-12-01 00:00:00;2013-09-01 00:00:00;2013-08-09;200;Pagado;cash;1
569;2013-10-01 00:00:00;2013-11-01 00:00:00;2013-11-20;40;Pagado;cash;1
569;2013-12-01 00:00:00;2014-11-01 00:00:00;2014-09-17;240;Pagado;cash;1
569;2014-12-01 00:00:00;2014-12-01 00:00:00;2014-12-19;20;Pagado;cash;1
569;2015-01-01 00:00:00;2015-05-01 00:00:00;2015-06-12;100;Pagado;cash;1
569;2015-06-01 00:00:00;2015-11-01 00:00:00;2015-11-04;120;Pagado;cash;1
569;2015-12-01 00:00:00;2016-10-01 00:00:00;2016-10-04;220;Pagado;cash;1
569;2016-11-01 00:00:00;2016-12-01 00:00:00;2016-12-09;40;Pagado;cash;1
569;2017-01-01 00:00:00;2017-02-01 00:00:00;2017-08-22;40;Pagado;cash;1
569;2017-03-01 00:00:00;2017-04-01 00:00:00;2017-09-02;40;Pagado;cash;1
569;2017-05-01 00:00:00;2017-11-01 00:00:00;2017-09-11;140;Pagado;cash;1
569;2017-12-01 00:00:00;2018-10-01 00:00:00;2018-09-25;220;Pagado;cash;1
569;2018-11-01 00:00:00;2018-12-01 00:00:00;2018-12-18;40;Pagado;cash;1
569;2019-01-01 00:00:00;2019-10-01 00:00:00;2019-09-17;200;Pagado;cash;1
569;2019-11-01 00:00:00;2019-12-01 00:00:00;2019-12-23;40;Pagado;cash;1
569;2020-01-01 00:00:00;2020-05-01 00:00:00;2020-05-28;100;Pagado;cash;1
569;2020-06-01 00:00:00;2020-12-01 00:00:00;2020-12-11;140;Pagado;cash;1
569;2021-01-01 00:00:00;2021-12-01 00:00:00;2021-10-26;240;Pagado;cash;1
569;2022-01-01 00:00:00;2022-12-01 00:00:00;2022-10-06;240;Pagado;cash;1
569;2023-01-01 00:00:00;2023-12-01 00:00:00;2023-10-05;240;Pagado;cash;1
569;2024-01-01 00:00:00;2024-10-01 00:00:00;2024-09-06;300;Pagado;cash;1
569;2024-11-01 00:00:00;2024-12-01 00:00:00;2024-11-15;60;Pagado;cash;1
569;2025-01-01 00:00:00;2025-12-01 00:00:00;2025-10-24;360;Pagado;cash;1
570;2000-03-01 00:00:00;2000-12-01 00:00:00;2005-12-11;200;Pagado;cash;1
570;2001-01-01 00:00:00;2001-05-01 00:00:00;2005-12-11;100;Pagado;cash;1
570;2002-06-01 00:00:00;2002-11-01 00:00:00;2008-04-07;120;Pagado;cash;1
571;2000-07-01 00:00:00;2000-09-01 00:00:00;2002-05-22;60;Pagado;cash;1
571;2001-03-01 00:00:00;2003-03-01 00:00:00;2003-04-03;500;Pagado;cash;1
571;2003-04-01 00:00:00;2003-05-01 00:00:00;2003-08-22;40;Pagado;cash;1
571;2003-06-01 00:00:00;2003-09-01 00:00:00;2003-10-09;80;Pagado;cash;1
571;2003-10-01 00:00:00;2003-10-01 00:00:00;2004-01-08;20;Pagado;cash;1
571;2003-11-01 00:00:00;2004-01-01 00:00:00;2004-01-20;60;Pagado;cash;1
571;2004-02-01 00:00:00;2004-02-01 00:00:00;2004-03-10;20;Pagado;cash;1
571;2004-05-01 00:00:00;2004-09-01 00:00:00;2005-03-23;100;Pagado;cash;1
571;2004-10-01 00:00:00;2005-01-01 00:00:00;2005-03-23;80;Pagado;cash;1
571;2005-02-01 00:00:00;2005-06-01 00:00:00;2006-11-06;100;Pagado;cash;1
571;2005-07-01 00:00:00;2005-11-01 00:00:00;2006-12-11;100;Pagado;cash;1
571;2005-12-01 00:00:00;2006-04-01 00:00:00;2007-02-22;100;Pagado;cash;1
571;2006-05-01 00:00:00;2006-09-01 00:00:00;2007-03-09;100;Pagado;cash;1
571;2006-10-01 00:00:00;2007-02-01 00:00:00;2007-04-03;100;Pagado;cash;1
571;2007-03-01 00:00:00;2007-03-01 00:00:00;2007-06-22;20;Pagado;cash;1
571;2007-04-01 00:00:00;2007-09-01 00:00:00;2007-12-24;120;Pagado;cash;1
571;2007-10-01 00:00:00;2007-11-01 00:00:00;2008-07-31;40;Pagado;cash;1
572;2000-09-01 00:00:00;2001-01-01 00:00:00;2002-05-29;100;Pagado;cash;1
572;2001-02-01 00:00:00;2001-06-01 00:00:00;2002-09-20;100;Pagado;cash;1
572;2001-07-01 00:00:00;2001-11-01 00:00:00;2003-02-04;100;Pagado;cash;1
572;2002-01-01 00:00:00;2002-03-01 00:00:00;2005-03-10;60;Pagado;cash;1
572;2002-04-01 00:00:00;2002-05-01 00:00:00;2005-05-11;40;Pagado;cash;1
572;2002-06-01 00:00:00;2002-07-01 00:00:00;2005-07-22;40;Pagado;cash;1
573;2000-03-01 00:00:00;2000-05-01 00:00:00;2002-01-21;60;Pagado;cash;1
576;2001-10-01 00:00:00;2002-06-01 00:00:00;2003-01-27;180;Pagado;cash;1
576;2002-09-01 00:00:00;2002-12-01 00:00:00;2003-07-24;80;Pagado;cash;1
576;2003-01-01 00:00:00;2003-03-01 00:00:00;2003-08-28;60;Pagado;cash;1
576;2003-04-01 00:00:00;2003-08-01 00:00:00;2003-09-09;100;Pagado;cash;1
576;2003-09-01 00:00:00;2003-11-01 00:00:00;2003-11-11;60;Pagado;cash;1
576;2003-12-01 00:00:00;2003-12-01 00:00:00;2004-02-05;20;Pagado;cash;1
576;2004-01-01 00:00:00;2004-06-01 00:00:00;2005-03-28;102;Pagado;cash;1
576;2004-07-01 00:00:00;2004-11-01 00:00:00;2005-07-06;100;Pagado;cash;1
576;2005-08-01 00:00:00;2005-12-01 00:00:00;2006-01-03;100;Pagado;cash;1
576;2006-01-01 00:00:00;2006-12-01 00:00:00;2007-10-06;240;Pagado;cash;1
576;2007-01-01 00:00:00;2007-09-01 00:00:00;2007-10-06;180;Pagado;cash;1
576;2007-10-01 00:00:00;2007-11-01 00:00:00;2007-12-21;60;Pagado;cash;1
576;2008-01-01 00:00:00;2008-05-01 00:00:00;2008-05-26;100;Pagado;cash;1
576;2008-06-01 00:00:00;2008-11-01 00:00:00;2008-12-15;120;Pagado;cash;1
576;2008-12-01 00:00:00;2009-11-01 00:00:00;2009-12-15;240;Pagado;cash;1
576;2009-12-01 00:00:00;2010-11-01 00:00:00;2010-12-16;240;Pagado;cash;1
576;2010-12-01 00:00:00;2011-11-01 00:00:00;2011-12-19;240;Pagado;cash;1
576;2011-12-01 00:00:00;2012-12-01 00:00:00;2012-12-28;260;Pagado;cash;1
576;2013-01-01 00:00:00;2013-12-01 00:00:00;2013-12-18;240;Pagado;cash;1
576;2014-01-01 00:00:00;2014-12-01 00:00:00;2014-12-09;240;Pagado;cash;1
576;2015-01-01 00:00:00;2015-12-01 00:00:00;2016-10-19;240;Pagado;cash;1
576;2016-01-01 00:00:00;2016-12-01 00:00:00;2016-10-19;240;Pagado;cash;1
576;2017-01-01 00:00:00;2017-12-01 00:00:00;2017-11-09;240;Pagado;cash;1
576;2018-01-01 00:00:00;2018-12-01 00:00:00;2018-11-09;240;Pagado;cash;1
576;2019-01-01 00:00:00;2019-12-01 00:00:00;2019-12-10;240;Pagado;cash;1
576;2020-01-01 00:00:00;2020-12-01 00:00:00;2020-10-12;240;Pagado;cash;1
576;2021-01-01 00:00:00;2021-12-01 00:00:00;2021-10-22;240;Pagado;cash;1
576;2022-01-01 00:00:00;2022-12-01 00:00:00;2022-11-28;240;Pagado;cash;1
576;2023-01-01 00:00:00;2023-12-01 00:00:00;2023-11-27;240;Pagado;cash;1
576;2024-01-01 00:00:00;2024-12-01 00:00:00;2024-11-13;360;Pagado;cash;1
577;2000-09-01 00:00:00;2000-12-01 00:00:00;2006-11-09;100;Pagado;cash;1
577;2000-09-01 00:00:00;2001-01-01 00:00:00;2009-01-29;100;Pagado;cash;1
577;2001-02-01 00:00:00;2002-01-01 00:00:00;2019-03-13;240;Pagado;cash;1
578;2007-11-01 00:00:00;2007-12-01 00:00:00;2007-12-10;40;Pagado;cash;1
579;2001-05-01 00:00:00;2001-07-01 00:00:00;2002-05-02;60;Pagado;cash;1
579;2001-08-01 00:00:00;2001-08-01 00:00:00;2002-05-09;20;Pagado;cash;1
579;2001-09-01 00:00:00;2001-09-01 00:00:00;2002-05-22;20;Pagado;cash;1
579;2001-10-01 00:00:00;2002-02-01 00:00:00;2002-12-27;100;Pagado;cash;1
579;2002-05-01 00:00:00;2002-06-01 00:00:00;2003-07-18;40;Pagado;cash;1
579;2002-07-01 00:00:00;2002-08-01 00:00:00;2003-09-18;40;Pagado;cash;1
579;2002-09-01 00:00:00;2003-09-01 00:00:00;2003-10-09;260;Pagado;cash;1
579;2003-10-01 00:00:00;2003-11-01 00:00:00;2003-12-23;40;Pagado;cash;1
579;2003-12-01 00:00:00;2003-12-01 00:00:00;2004-01-22;20;Pagado;cash;1
579;2004-09-01 00:00:00;2005-01-01 00:00:00;2005-03-23;100;Pagado;cash;1
579;2005-02-01 00:00:00;2005-10-01 00:00:00;2005-11-17;180;Pagado;cash;1
580;2000-04-01 00:00:00;2003-01-01 00:00:00;2003-04-12;680;Pagado;cash;1
580;2003-03-01 00:00:00;2005-03-01 00:00:00;2008-07-01;500;Pagado;cash;1
581;2000-06-01 00:00:00;2000-06-01 00:00:00;2004-11-08;20;Pagado;cash;1
581;2000-07-01 00:00:00;2000-11-01 00:00:00;2010-03-17;100;Pagado;cash;1
582;2000-05-01 00:00:00;2004-10-01 00:00:00;2004-10-06;1080;Pagado;cash;1
583;2000-05-01 00:00:00;2001-07-01 00:00:00;2003-10-09;300;Pagado;cash;1
583;2003-09-01 00:00:00;2004-06-01 00:00:00;2015-11-25;200;Pagado;cash;1
583;2004-05-01 00:00:00;2005-04-01 00:00:00;2015-12-22;200;Pagado;cash;1
583;2005-05-01 00:00:00;2007-05-01 00:00:00;2020-10-01;500;Pagado;cash;1
583;2007-06-01 00:00:00;2011-07-01 00:00:00;2020-12-05;1000;Pagado;cash;1
583;2011-08-01 00:00:00;2012-10-01 00:00:00;2021-11-23;300;Pagado;cash;1
583;2012-11-01 00:00:00;2018-08-01 00:00:00;2022-11-25;1400;Pagado;cash;1
583;2018-09-01 00:00:00;2020-09-01 00:00:00;2025-10-06;500;Pagado;cash;1
585;2000-04-01 00:00:00;2001-01-01 00:00:00;2007-04-27;200;Pagado;cash;1
586;2000-05-01 00:00:00;2000-09-01 00:00:00;2003-01-22;100;Pagado;cash;1
587;2001-12-01 00:00:00;2001-12-01 00:00:00;2002-01-28;20;Pagado;cash;1
587;2008-12-01 00:00:00;2009-01-01 00:00:00;2009-02-04;40;Pagado;cash;1
587;2009-02-01 00:00:00;2009-02-01 00:00:00;2009-03-11;20;Pagado;cash;1
587;2009-03-01 00:00:00;2009-07-01 00:00:00;2009-09-07;100;Pagado;cash;1
587;2009-08-01 00:00:00;2009-09-01 00:00:00;2009-10-06;40;Pagado;cash;1
587;2009-10-01 00:00:00;2009-11-01 00:00:00;2009-12-07;40;Pagado;cash;1
587;2008-12-01 00:00:00;2010-02-01 00:00:00;2010-06-16;60;Pagado;cash;1
587;2010-03-01 00:00:00;2010-07-01 00:00:00;2010-08-19;100;Pagado;cash;1
587;2010-08-01 00:00:00;2010-12-01 00:00:00;2010-12-08;100;Pagado;cash;1
587;2011-01-01 00:00:00;2011-11-01 00:00:00;2011-12-05;220;Pagado;cash;1
587;2011-12-01 00:00:00;2012-11-01 00:00:00;2012-12-13;240;Pagado;cash;1
587;2012-12-01 00:00:00;2013-12-01 00:00:00;2013-12-06;260;Pagado;cash;1
587;2014-01-01 00:00:00;2014-12-01 00:00:00;2014-12-05;240;Pagado;cash;1
587;2015-11-01 00:00:00;2015-12-01 00:00:00;2015-12-17;40;Pagado;cash;1
587;2016-01-01 00:00:00;2016-12-01 00:00:00;2016-12-06;240;Pagado;cash;1
587;2011-01-01 00:00:00;2017-11-01 00:00:00;2017-12-07;220;Pagado;cash;1
587;2017-12-01 00:00:00;2018-12-01 00:00:00;2018-12-11;260;Pagado;cash;1
587;2019-01-01 00:00:00;2019-12-01 00:00:00;2019-10-09;240;Pagado;cash;1
587;2020-01-01 00:00:00;2020-12-01 00:00:00;2020-12-07;240;Pagado;cash;1
587;2021-01-01 00:00:00;2021-12-01 00:00:00;2021-12-13;240;Pagado;cash;1
587;2022-01-01 00:00:00;2022-12-01 00:00:00;2022-11-23;240;Pagado;cash;1
587;2023-01-01 00:00:00;2023-12-01 00:00:00;2023-12-05;240;Pagado;cash;1
587;2024-01-01 00:00:00;2024-12-01 00:00:00;2024-12-09;360;Pagado;cash;1
587;2025-01-01 00:00:00;2025-12-01 00:00:00;2025-12-13;360;Pagado;cash;1
588;2004-01-01 00:00:00;2004-10-01 00:00:00;2004-09-22;200;Pagado;cash;1
588;2004-11-01 00:00:00;2005-03-01 00:00:00;2005-07-20;100;Pagado;cash;1
588;2005-04-01 00:00:00;2005-11-01 00:00:00;2005-11-17;160;Pagado;cash;1
588;2006-12-01 00:00:00;2006-12-01 00:00:00;2006-11-21;20;Pagado;cash;1
588;2005-12-01 00:00:00;2006-11-01 00:00:00;2006-11-21;240;Pagado;cash;1
588;2007-01-01 00:00:00;2010-04-01 00:00:00;2013-12-23;800;Pagado;cash;1
588;2010-05-01 00:00:00;2011-05-01 00:00:00;2014-02-01;260;Pagado;cash;1
588;2011-06-01 00:00:00;2012-06-01 00:00:00;2014-10-03;260;Pagado;cash;1
588;2012-07-01 00:00:00;2013-09-01 00:00:00;2015-01-12;300;Pagado;cash;1
588;2013-10-01 00:00:00;2014-07-01 00:00:00;2015-06-25;200;Pagado;cash;1
588;2014-08-01 00:00:00;2015-11-01 00:00:00;2015-12-15;320;Pagado;cash;1
588;2015-12-01 00:00:00;2016-05-01 00:00:00;2018-12-06;120;Pagado;cash;1
588;2016-06-01 00:00:00;2017-05-01 00:00:00;2019-05-09;240;Pagado;cash;1
588;2017-06-01 00:00:00;2019-11-01 00:00:00;2019-12-10;600;Pagado;cash;1
588;2019-12-01 00:00:00;2020-09-01 00:00:00;2020-09-24;200;Pagado;cash;1
588;2020-10-01 00:00:00;2020-12-01 00:00:00;2020-11-17;60;Pagado;cash;1
588;2021-01-01 00:00:00;2021-12-01 00:00:00;2021-12-08;240;Pagado;cash;1
588;2022-01-01 00:00:00;2022-12-01 00:00:00;2022-11-29;240;Pagado;cash;1
588;2023-01-01 00:00:00;2023-12-01 00:00:00;2023-11-20;240;Pagado;cash;1
589;2000-05-01 00:00:00;2005-05-01 00:00:00;2005-06-24;1200;Pagado;cash;1
589;2005-06-01 00:00:00;2005-07-01 00:00:00;2005-07-19;40;Pagado;cash;1
589;2005-08-01 00:00:00;2005-10-01 00:00:00;2005-11-17;60;Pagado;cash;1
590;2000-05-01 00:00:00;2000-09-01 00:00:00;2002-05-31;100;Pagado;cash;1
590;2000-10-01 00:00:00;2001-12-01 00:00:00;2004-01-02;300;Pagado;cash;1
590;2004-06-01 00:00:00;2005-05-01 00:00:00;2009-01-29;240;Pagado;cash;1
590;2005-11-01 00:00:00;2017-11-01 00:00:00;2025-10-30;500;Pagado;cash;1
590;2017-12-01 00:00:00;2019-12-01 00:00:00;2025-11-28;500;Pagado;cash;1
591;2002-04-01 00:00:00;2002-05-01 00:00:00;2004-09-23;40;Pagado;cash;1
591;2002-06-01 00:00:00;2002-07-01 00:00:00;2004-10-08;40;Pagado;cash;1
591;2003-02-01 00:00:00;2003-03-01 00:00:00;2004-12-15;40;Pagado;cash;1
591;2003-04-01 00:00:00;2003-06-01 00:00:00;2005-05-06;60;Pagado;cash;1
591;2003-07-01 00:00:00;2003-08-01 00:00:00;2005-05-18;40;Pagado;cash;1
591;2003-09-01 00:00:00;2003-10-01 00:00:00;2005-05-31;40;Pagado;cash;1
591;2003-11-01 00:00:00;2003-12-01 00:00:00;2005-06-22;40;Pagado;cash;1
591;2004-01-01 00:00:00;2004-02-01 00:00:00;2005-07-05;40;Pagado;cash;1
591;2004-03-01 00:00:00;2004-04-01 00:00:00;2005-07-22;40;Pagado;cash;1
591;2004-05-01 00:00:00;2004-06-01 00:00:00;2005-07-29;40;Pagado;cash;1
591;2004-05-01 00:00:00;2004-06-01 00:00:00;2005-08-17;40;Pagado;cash;1
591;2004-09-01 00:00:00;2004-10-01 00:00:00;2005-08-24;40;Pagado;cash;1
591;2004-11-01 00:00:00;2004-12-01 00:00:00;2005-09-05;40;Pagado;cash;1
591;2005-01-01 00:00:00;2005-02-01 00:00:00;2005-12-08;40;Pagado;cash;1
591;2005-03-01 00:00:00;2005-04-01 00:00:00;2007-05-22;40;Pagado;cash;1
591;2005-05-01 00:00:00;2005-06-01 00:00:00;2007-05-31;40;Pagado;cash;1
591;2005-07-01 00:00:00;2005-07-01 00:00:00;2007-06-08;20;Pagado;cash;1
591;2005-08-01 00:00:00;2005-09-01 00:00:00;2007-06-15;40;Pagado;cash;1
591;2005-10-01 00:00:00;2005-11-01 00:00:00;2007-06-29;40;Pagado;cash;1
591;2005-10-01 00:00:00;2006-01-01 00:00:00;2007-07-27;40;Pagado;cash;1
591;2006-02-01 00:00:00;2006-03-01 00:00:00;2007-08-10;40;Pagado;cash;1
591;2006-04-01 00:00:00;2006-05-01 00:00:00;2007-08-17;40;Pagado;cash;1
591;2006-06-01 00:00:00;2006-07-01 00:00:00;2007-08-31;40;Pagado;cash;1
591;2006-08-01 00:00:00;2006-09-01 00:00:00;2007-09-07;40;Pagado;cash;1
591;2006-10-01 00:00:00;2006-11-01 00:00:00;2007-09-14;40;Pagado;cash;1
591;2006-12-01 00:00:00;2007-01-01 00:00:00;2007-11-30;40;Pagado;cash;1
591;2007-02-01 00:00:00;2007-03-01 00:00:00;2007-12-18;40;Pagado;cash;1
591;2007-06-01 00:00:00;2007-12-01 00:00:00;2008-06-09;140;Pagado;cash;1
591;2008-01-01 00:00:00;2008-02-01 00:00:00;2008-07-10;40;Pagado;cash;1
591;2008-03-01 00:00:00;2008-05-01 00:00:00;2008-08-20;60;Pagado;cash;1
591;2008-06-01 00:00:00;2008-08-01 00:00:00;2008-10-03;60;Pagado;cash;1
591;2008-09-01 00:00:00;2008-10-01 00:00:00;2008-10-24;40;Pagado;cash;1
591;2008-11-01 00:00:00;2008-11-01 00:00:00;2008-12-03;20;Pagado;cash;1
591;2008-12-01 00:00:00;2009-12-01 00:00:00;2009-12-07;260;Pagado;cash;1
591;2010-01-01 00:00:00;2010-05-01 00:00:00;2010-05-25;100;Pagado;cash;1
591;2010-06-01 00:00:00;2010-12-01 00:00:00;2010-12-20;140;Pagado;cash;1
592;2000-05-01 00:00:00;2000-07-01 00:00:00;2003-08-01;60;Pagado;cash;1
592;2000-08-01 00:00:00;2000-12-01 00:00:00;2003-09-22;100;Pagado;cash;1
592;2001-01-01 00:00:00;2001-05-01 00:00:00;2004-01-09;100;Pagado;cash;1
592;2001-06-01 00:00:00;2003-01-01 00:00:00;2004-01-20;400;Pagado;cash;1
592;2003-02-01 00:00:00;2003-06-01 00:00:00;2004-01-22;100;Pagado;cash;1
592;2003-07-01 00:00:00;2004-02-01 00:00:00;2004-03-22;160;Pagado;cash;1
592;2004-07-01 00:00:00;2004-09-01 00:00:00;2004-09-27;60;Pagado;cash;1
592;2004-10-01 00:00:00;2004-12-01 00:00:00;2004-12-29;60;Pagado;cash;1
592;2005-01-01 00:00:00;2005-01-01 00:00:00;2005-06-23;20;Pagado;cash;1
592;2005-02-01 00:00:00;2005-11-01 00:00:00;2005-12-08;200;Pagado;cash;1
592;2005-12-01 00:00:00;2006-11-01 00:00:00;2020-03-03;240;Pagado;cash;1
592;2008-08-01 00:00:00;2008-12-01 00:00:00;2021-08-18;100;Pagado;cash;1
592;2009-01-01 00:00:00;2009-05-01 00:00:00;2021-10-05;100;Pagado;cash;1
592;2009-06-01 00:00:00;2009-10-01 00:00:00;2021-12-09;100;Pagado;cash;1
593;2000-10-01 00:00:00;2000-10-01 00:00:00;2005-08-11;20;Pagado;cash;1
593;2003-11-01 00:00:00;2004-01-01 00:00:00;2008-07-08;60;Pagado;cash;1
593;2004-02-01 00:00:00;2004-03-01 00:00:00;2008-08-12;40;Pagado;cash;1
593;2004-04-01 00:00:00;2005-11-01 00:00:00;2013-03-04;400;Pagado;cash;1
596;2001-12-01 00:00:00;2001-12-01 00:00:00;2002-01-28;20;Pagado;cash;1
597;2001-03-01 00:00:00;2002-02-01 00:00:00;2003-08-11;200;Pagado;cash;1
597;2002-03-01 00:00:00;2002-12-01 00:00:00;2003-10-23;200;Pagado;cash;1
597;2003-01-01 00:00:00;2003-02-01 00:00:00;2003-12-22;40;Pagado;cash;1
597;2004-01-01 00:00:00;2004-12-01 00:00:00;2004-09-08;240;Pagado;cash;1
597;2005-01-01 00:00:00;2005-10-01 00:00:00;2005-09-15;200;Pagado;cash;1
597;2005-11-01 00:00:00;2005-12-01 00:00:00;2005-11-30;40;Pagado;cash;1
597;2006-01-01 00:00:00;2006-10-01 00:00:00;2006-10-12;200;Pagado;cash;1
597;2004-11-01 00:00:00;2004-12-01 00:00:00;2006-12-15;40;Pagado;cash;1
597;2007-01-01 00:00:00;2007-10-01 00:00:00;2007-09-20;200;Pagado;cash;1
597;2007-11-01 00:00:00;2007-12-01 00:00:00;2007-11-07;40;Pagado;cash;1
